Date,Time,Stop/Station,Passenger_Count,Vehicle_ID,Latitude,Longitude,Temperature (°C),Precipitation (mm),Humidity (%),Age_Group,Gender,Feedback
2022-05-27,20:04,Penang,61,BUS575,4.4166903736987075,103.98360621522743,26,4,87,40-60,Male,Seats were uncomfortable
2023-10-06,04:49,Penang,16,TRAIN77,2.229116320254016,103.52313898640662,12,9,90,18-24,Female,Service was excellent
2022-02-18,20:29,Penang,41,BUS832,1.5082980467248417,117.026302225812,16,0,51,18-24,Male,Delay in departure
2022-03-18,15:19,Cameron Highlands,37,BUS376,2.153416043837004,105.54030135471555,17,2,89,18-24,Female,Bus arrived on time
2022-10-21,08:26,Kuching,20,BUS205,2.3647709416589766,115.10050541536859,1,6,54,25-40,Male,Cleanliness was lacking
2022-04-27,09:50,Cameron Highlands,58,BUS827,4.540158759880614,111.90234164297199,21,4,84,18-24,Female,Seats were uncomfortable
2023-05-09,17:07,Georgetown,82,BUS430,2.6957408795373743,104.59312317718157,-7,8,71,25-40,Male,Route was confusing
2023-07-15,19:35,Cameron Highlands,99,BUS855,4.1573584176748435,112.25602254757631,25,7,92,18-24,Female,Cleanliness was lacking
2022-04-20,09:28,Malacca,89,BUS589,3.7084944804937794,107.57200821367563,3,0,62,25-40,Male,Cleanliness was lacking
2022-06-29,15:48,Port Dickson,36,BUS273,4.237074686740541,108.20228560041792,21,1,83,40-60,Female,Route was confusing
2023-07-16,23:07,Port Dickson,79,BUS324,2.115937783022358,114.86500991487759,4,4,59,25-40,Male,Delay in departure
2022-03-13,21:03,Ipoh,92,BUS215,6.132259758785603,106.85690263549533,33,8,87,40-60,Female,Cleanliness was lacking
2023-03-10,07:08,Penang,74,BUS768,5.41522304810818,117.09807611505062,8,0,69,18-24,Male,Train was overcrowded
2022-10-13,05:05,Penang,46,TRAIN27,1.4630004621546508,117.57880073845297,0,8,99,18-24,Male,Delay in departure
2023-05-31,01:55,Kuala Lumpur,42,TRAIN40,6.3423931663354765,109.8831652412078,28,0,81,18-24,Female,Cleanliness was lacking
2022-03-16,14:38,Kuching,47,BUS725,3.073196263702859,111.81664381806426,-10,1,95,25-40,Female,Cleanliness was lacking
2023-08-20,17:08,Kota Kinabalu,92,BUS766,6.821288071523211,119.35060816596348,22,0,54,40-60,Male,Driver was friendly
2023-05-06,01:02,Johor Bahru,87,TRAIN18,5.5937375860355445,107.19024985998598,23,7,55,25-40,Male,Train was overcrowded
2022-11-18,16:02,Port Dickson,93,BUS105,4.284721541011566,108.0932186830314,30,7,77,18-24,Female,Service was excellent
2023-06-17,11:31,Kota Kinabalu,76,BUS189,5.953576358202186,105.41931431006654,-9,5,88,40-60,Female,Seats were uncomfortable
2022-07-28,10:20,Langkawi,50,BUS346,6.401997308787144,103.833113530587,37,1,67,18-24,Female,Delay in departure
2022-02-12,04:14,Penang,10,BUS027,2.300051602247056,104.23727736373175,4,0,64,40-60,Female,Route was confusing
2023-05-14,20:07,Kuala Lumpur,48,BUS666,4.11806330378015,109.92156879324668,21,8,91,18-24,Female,Service was excellent
2022-01-29,05:14,Langkawi,74,TRAIN57,3.952474311802747,105.13697518846816,-7,9,58,25-40,Female,Driver was friendly
2023-02-15,18:46,Langkawi,19,TRAIN90,5.780787709378003,108.32342218526344,11,7,67,18-24,Female,Delay in departure
2022-06-30,15:51,Kuching,72,TRAIN98,6.743345010125852,118.53299357682613,-7,0,66,18-24,Male,Seats were uncomfortable
2022-11-01,00:23,Kuala Lumpur,59,BUS284,4.014283986943414,115.91874095938576,14,9,54,40-60,Male,Cleanliness was lacking
2023-09-07,06:09,Kuala Lumpur,13,BUS193,4.362829178978511,117.82758712863269,0,4,95,40-60,Male,Bus arrived on time
2022-09-16,01:11,Kuching,15,TRAIN18,3.539308278865584,111.91887464711814,-6,0,91,18-24,Male,Poor signage at the station
2023-01-08,23:06,Cameron Highlands,91,TRAIN08,3.989099989291464,108.55099861507097,-3,0,79,18-24,Female,Driver was friendly
2023-01-16,08:36,Kuala Lumpur,28,TRAIN44,4.2006246809507815,116.82915571541199,4,4,98,18-24,Male,Station was well-maintained
2023-09-05,12:35,Kota Kinabalu,55,TRAIN65,5.54878915024938,106.06245982234351,24,9,77,18-24,Female,Delay in departure
2022-04-01,05:58,Cameron Highlands,85,BUS446,6.906166878777298,113.56950935852474,33,2,52,18-24,Male,Route was confusing
2022-03-10,12:18,Langkawi,74,TRAIN73,5.954223470206976,103.59955573389425,-3,4,86,18-24,Male,Driver was friendly
2023-09-10,00:01,Kota Kinabalu,48,TRAIN85,6.70693061203757,111.81182453651738,36,1,77,25-40,Female,Delay in departure
2023-06-07,20:13,Port Dickson,51,BUS437,1.8796849193135514,107.91949077329595,30,6,97,40-60,Female,Seats were uncomfortable
2022-01-13,16:43,Kuching,27,TRAIN28,1.9996149003473884,107.49949304637299,26,9,55,40-60,Female,Route was confusing
2023-09-09,21:14,Kota Kinabalu,54,TRAIN44,3.3811293725163356,109.2361205340119,9,3,96,18-24,Female,Delay in departure
2022-08-14,13:40,Kota Kinabalu,28,TRAIN59,3.5413985251860076,118.69251578465506,0,8,77,40-60,Male,Route was confusing
2023-02-26,03:41,Kota Kinabalu,73,TRAIN16,6.7593088089885205,101.58375013306156,15,9,66,18-24,Male,Poor signage at the station
2022-06-17,17:05,Kuala Lumpur,16,TRAIN53,5.582154148452486,106.19923964434895,27,9,85,40-60,Female,Poor signage at the station
2023-01-14,11:45,Kuching,89,BUS719,6.710807413172531,103.70597927595776,-7,3,92,25-40,Female,Train was overcrowded
2022-10-17,09:13,Ipoh,64,TRAIN25,3.054572843884252,112.31326747899175,13,1,50,40-60,Male,Driver was friendly
2022-04-10,13:48,Johor Bahru,70,BUS668,4.542853074514573,107.04030096130117,7,4,62,40-60,Male,Driver was friendly
2022-08-06,17:22,Johor Bahru,49,BUS193,6.296134650713421,107.27887544394122,20,5,57,18-24,Male,Seats were uncomfortable
2022-11-03,13:07,Langkawi,10,TRAIN47,2.9916669646506557,109.25329257226878,12,3,76,40-60,Female,Driver was friendly
2022-12-11,17:04,Kuala Lumpur,47,TRAIN92,2.0416519385455656,104.66179727158692,36,2,66,25-40,Male,Service was excellent
2022-07-30,11:47,Langkawi,46,BUS742,2.57567369546872,118.85736730883347,-7,2,82,40-60,Male,Train was overcrowded
2023-10-31,08:58,Kuching,17,BUS786,2.591523056142079,118.46068756243456,30,9,73,40-60,Male,Driver was friendly
2023-08-08,06:07,Malacca,55,BUS841,6.397978597307353,101.25725248090494,-2,8,65,40-60,Female,Seats were uncomfortable
2022-10-02,21:55,Georgetown,21,BUS137,5.690859363245259,110.13384970393057,32,5,93,25-40,Male,Driver was friendly
2023-02-14,11:37,Kota Kinabalu,14,TRAIN73,4.294514965434641,103.51337180609578,11,7,74,25-40,Female,Train was overcrowded
2023-07-06,17:20,Kota Kinabalu,80,TRAIN80,4.278495110478574,119.9107425827357,36,4,88,25-40,Female,Driver was friendly
2022-08-23,23:56,Ipoh,48,BUS533,1.970212931327242,114.61290897101946,-4,7,62,25-40,Female,Delay in departure
2023-09-28,23:28,Johor Bahru,50,BUS625,2.9865976006567854,118.92080969689712,4,2,91,18-24,Male,Station was well-maintained
2022-10-12,23:57,Kota Kinabalu,72,BUS406,2.248674913859565,117.1237983725239,10,0,83,18-24,Male,Delay in departure
2023-10-27,09:00,Kota Kinabalu,80,TRAIN40,3.505991184529184,112.86748229549865,28,3,58,18-24,Male,Route was confusing
2023-10-21,06:19,Ipoh,90,BUS130,4.415082031559545,119.07528756875875,38,5,78,18-24,Male,Delay in departure
2023-12-09,07:50,Kuala Lumpur,44,BUS935,2.008144630285191,108.6442967664387,39,7,61,40-60,Male,Seats were uncomfortable
2022-06-22,06:03,Johor Bahru,90,BUS751,5.91289470604907,107.96195529441722,8,3,82,18-24,Male,Seats were uncomfortable
2023-12-25,05:56,Penang,38,BUS825,3.8520496546368994,103.04342979943621,2,5,63,40-60,Female,Service was excellent
2022-10-29,09:05,Kota Kinabalu,42,TRAIN27,2.268850179931546,115.86513160541139,9,6,68,40-60,Male,Cleanliness was lacking
2022-01-01,16:26,Penang,59,BUS665,4.736868154203087,118.52356880768245,24,2,63,18-24,Male,Seats were uncomfortable
2022-05-19,06:25,Langkawi,18,TRAIN08,1.1970162289959028,114.8041115750507,13,4,56,25-40,Male,Bus arrived on time
2023-12-09,11:17,Johor Bahru,31,BUS416,3.745350394416161,106.03731020831347,28,6,68,18-24,Male,Service was excellent
2023-03-18,20:26,Penang,60,BUS662,1.3840090047017393,110.63023296046048,1,9,93,25-40,Male,Route was confusing
2022-06-12,07:53,Ipoh,34,TRAIN17,5.212985592489786,106.43896118924094,31,6,62,40-60,Male,Station was well-maintained
2022-02-20,18:10,Johor Bahru,26,BUS717,4.217337316740799,103.7453095317137,37,0,65,40-60,Male,Route was confusing
2022-08-31,06:04,Penang,95,BUS733,4.687239936844671,113.17248920539512,1,1,71,40-60,Female,Seats were uncomfortable
2022-01-21,07:15,Ipoh,20,TRAIN98,1.5006232447052081,114.48709561016231,36,8,91,18-24,Female,Train was overcrowded
2023-11-15,13:35,Johor Bahru,42,BUS322,2.354860525301591,113.0482355442341,27,3,70,18-24,Male,Service was excellent
2023-09-23,06:59,Kota Kinabalu,18,TRAIN30,3.5070885033294954,100.6135884677378,38,3,76,25-40,Male,Route was confusing
2022-05-09,11:39,Kota Kinabalu,69,TRAIN47,6.0069909357328495,118.31865710576076,7,5,67,25-40,Male,Train was overcrowded
2023-04-30,11:48,Port Dickson,80,BUS651,4.145400741651732,107.24461875614342,30,1,55,25-40,Female,Train was overcrowded
2023-01-01,22:36,Johor Bahru,55,TRAIN82,3.5584774640579115,112.29019157981394,33,5,78,18-24,Female,Bus arrived on time
2022-04-16,18:11,Kuala Lumpur,99,TRAIN06,3.0150202644289372,116.30789805119616,14,8,82,40-60,Male,Poor signage at the station
2023-12-08,19:34,Langkawi,30,BUS875,2.389667322500202,111.10927169478275,3,4,73,25-40,Male,Station was well-maintained
2022-08-14,16:28,Ipoh,94,TRAIN06,1.2820006448886208,116.98600326294428,5,5,96,25-40,Male,Service was excellent
2023-10-15,09:37,Kuching,87,TRAIN89,2.4332528274052523,108.1356549331044,37,3,76,40-60,Male,Train was overcrowded
2022-04-29,08:17,Malacca,44,BUS716,2.7191179947499626,107.10465395197775,9,6,62,25-40,Female,Driver was friendly
2023-06-30,16:44,Kota Kinabalu,14,TRAIN55,5.727641949832741,112.17696977297238,28,9,62,40-60,Female,Service was excellent
2022-06-01,05:59,Ipoh,58,BUS133,5.802736191857598,106.83031495963226,38,9,53,18-24,Female,Cleanliness was lacking
2022-02-08,18:12,Ipoh,88,BUS487,3.2615805618623046,104.04351118901158,10,6,64,40-60,Female,Service was excellent
2022-09-24,01:27,Cameron Highlands,34,TRAIN48,1.1507266071993751,105.99889480863656,12,5,64,40-60,Female,Cleanliness was lacking
2022-01-07,10:03,Port Dickson,75,TRAIN86,3.8268464827036413,107.28399194634417,30,6,82,40-60,Male,Station was well-maintained
2022-09-20,16:27,Johor Bahru,53,TRAIN43,6.391380510775877,108.65268525727896,27,4,62,40-60,Male,Bus arrived on time
2023-09-07,06:00,Kuala Lumpur,87,TRAIN23,5.377324619101213,106.53414329193234,30,7,83,40-60,Female,Seats were uncomfortable
2022-11-28,07:25,Ipoh,86,BUS484,1.4599522071011595,103.45382780381992,6,9,78,25-40,Male,Service was excellent
2023-01-06,03:59,Penang,26,TRAIN74,5.07399573213065,112.49163938869175,34,1,63,40-60,Female,Cleanliness was lacking
2022-12-08,20:36,Malacca,67,TRAIN93,4.544421509107854,111.97426910255558,20,7,62,18-24,Female,Bus arrived on time
2023-01-18,12:21,Port Dickson,15,TRAIN60,6.097759342188688,103.6009355160383,-2,2,81,40-60,Male,Station was well-maintained
2023-01-06,17:54,Kuala Lumpur,18,BUS761,3.8315499551652152,107.15881320919158,6,0,65,40-60,Female,Service was excellent
2023-11-22,08:47,Kuching,43,BUS608,2.4623619906951584,114.11652034494278,32,4,94,40-60,Male,Delay in departure
2022-09-16,06:42,Penang,64,BUS556,6.144326481425518,116.44894681519095,36,1,73,40-60,Male,Cleanliness was lacking
2022-11-29,01:36,Cameron Highlands,74,BUS329,5.58971364067131,107.83364479695263,19,5,78,25-40,Male,Seats were uncomfortable
2023-11-01,04:27,Malacca,42,TRAIN76,4.949276869934519,110.17051615054464,-1,6,75,18-24,Female,Seats were uncomfortable
2023-06-06,13:13,Kota Kinabalu,12,TRAIN20,1.1667814061651898,107.93482033795867,-6,3,92,40-60,Female,Station was well-maintained
2023-09-20,09:08,Ipoh,37,BUS552,3.452190450291816,118.69022497981202,-6,0,52,25-40,Female,Cleanliness was lacking
2023-01-25,06:30,Kota Kinabalu,90,BUS937,1.8358624109313162,117.74375816725629,22,5,76,18-24,Female,Seats were uncomfortable
2023-09-21,12:34,Cameron Highlands,97,BUS035,3.7700552734596573,119.12936387366699,-3,1,75,25-40,Female,Driver was friendly
2022-07-01,03:40,Kota Kinabalu,76,BUS292,6.41989893215092,105.93240062828706,2,0,89,18-24,Female,Train was overcrowded
2022-08-24,16:05,Penang,81,BUS501,2.0755574696429315,104.38233935739456,36,5,96,25-40,Male,Bus arrived on time
2022-07-13,08:55,Ipoh,55,TRAIN53,3.4785712647373073,119.50493835158917,12,9,90,25-40,Male,Driver was friendly
2023-08-15,21:22,Port Dickson,30,TRAIN84,2.990342977800016,113.06618185160116,-4,4,94,18-24,Female,Train was overcrowded
2022-03-04,05:23,Langkawi,74,TRAIN15,1.184722285374197,105.24218672408688,10,2,51,40-60,Male,Seats were uncomfortable
2022-11-29,04:43,Kuching,17,BUS767,1.9751222805111979,100.33935523007203,33,1,87,18-24,Male,Station was well-maintained
2023-07-14,02:06,Kota Kinabalu,99,TRAIN71,3.626932083930289,108.97383861993686,19,1,72,25-40,Female,Driver was friendly
2023-08-12,06:24,Malacca,34,BUS421,5.7835343395708,119.37853367985264,7,7,65,18-24,Male,Driver was friendly
2023-10-24,12:17,Johor Bahru,75,BUS562,2.542853764770639,104.46821716221832,-6,6,57,18-24,Male,Driver was friendly
2022-05-01,16:37,Malacca,72,TRAIN46,4.7036271819458975,108.34442623137772,35,4,88,18-24,Male,Train was overcrowded
2022-12-12,00:10,Kota Kinabalu,44,BUS438,3.365929533246576,107.76066419943132,31,9,86,25-40,Male,Poor signage at the station
2023-06-10,17:44,Ipoh,31,BUS398,4.446420317526989,111.03518027168695,24,4,73,25-40,Female,Driver was friendly
2022-08-11,04:31,Kuching,97,BUS311,3.6715313973627772,112.17476709754528,7,7,50,40-60,Female,Poor signage at the station
2023-08-28,10:29,Kuching,27,TRAIN06,5.479240317922588,115.1244165864862,-7,7,73,25-40,Male,Driver was friendly
2022-08-25,01:41,Kota Kinabalu,79,BUS192,3.130129193917247,118.10870022709454,2,0,53,40-60,Female,Bus arrived on time
2022-04-16,16:13,Kota Kinabalu,13,BUS698,6.741436176945334,109.18958817626799,37,8,57,25-40,Male,Poor signage at the station
2022-08-02,19:41,Ipoh,99,BUS048,4.04237289418729,119.44377258161975,21,7,70,40-60,Female,Train was overcrowded
2023-06-03,12:44,Georgetown,31,TRAIN34,2.062823737604417,112.58840882976861,-2,0,72,18-24,Female,Route was confusing
2023-09-05,19:43,Ipoh,69,TRAIN91,4.990333549700395,100.1787333815913,36,2,88,25-40,Male,Station was well-maintained
2023-07-15,16:56,Malacca,16,BUS243,3.33408247196296,112.52859129245451,18,8,80,40-60,Male,Train was overcrowded
2023-07-07,18:37,Kuching,71,TRAIN51,1.3120988805992835,106.34703447837899,34,3,77,25-40,Male,Delay in departure
2022-06-08,14:36,Johor Bahru,93,BUS705,2.916804486753415,112.47858013915207,3,6,93,40-60,Male,Service was excellent
2023-01-25,18:04,Kuching,32,TRAIN86,6.09014769333533,109.40584170017615,23,7,51,18-24,Male,Train was overcrowded
2022-05-24,18:47,Johor Bahru,33,TRAIN46,3.9001793480616307,117.88016508477325,18,5,77,25-40,Male,Poor signage at the station
2023-05-01,00:49,Cameron Highlands,95,BUS682,3.4402072070636454,108.54235522321459,15,3,81,18-24,Male,Driver was friendly
2022-02-07,05:11,Ipoh,86,BUS658,6.474800420031608,105.9841366744979,3,8,56,18-24,Male,Station was well-maintained
2023-07-26,12:05,Kuala Lumpur,32,TRAIN48,4.770382671343999,100.72372976416486,17,4,89,18-24,Female,Station was well-maintained
2023-09-18,08:46,Johor Bahru,70,BUS766,3.0988819028463075,100.52697419933317,19,4,55,18-24,Female,Train was overcrowded
2022-04-06,16:16,Georgetown,20,BUS418,4.328774689275143,117.6295428162246,-3,3,68,40-60,Male,Station was well-maintained
2022-12-19,10:05,Penang,88,TRAIN91,3.542643185911295,111.21122497372208,16,7,58,25-40,Male,Train was overcrowded
2023-05-12,23:47,Georgetown,67,TRAIN05,2.931528694289809,108.79495536944438,-8,2,88,18-24,Female,Seats were uncomfortable
2022-07-28,03:38,Johor Bahru,51,TRAIN39,4.63326475510911,115.13910519050366,0,4,70,40-60,Male,Delay in departure
2022-10-16,16:18,Georgetown,79,TRAIN78,6.882773062824873,114.21841918458409,-6,1,75,40-60,Female,Train was overcrowded
2022-03-04,16:31,Kota Kinabalu,49,TRAIN74,3.307248836334185,117.40692778086384,16,3,84,18-24,Female,Seats were uncomfortable
2023-01-30,10:47,Georgetown,84,BUS484,1.3098609843393523,117.53319448801767,-8,3,65,40-60,Male,Bus arrived on time
2023-02-01,21:33,Malacca,71,TRAIN36,3.156748803738139,108.00785951203119,18,3,50,40-60,Female,Delay in departure
2023-08-29,23:10,Kota Kinabalu,36,TRAIN13,2.337903737226882,111.97378040285268,0,2,68,40-60,Male,Service was excellent
2023-02-18,12:31,Langkawi,93,BUS665,3.042496148934729,118.49253696789933,10,2,82,25-40,Female,Driver was friendly
2022-12-13,19:02,Kuala Lumpur,56,BUS636,4.044137009664571,100.8364987046253,-6,1,53,25-40,Female,Delay in departure
2022-05-31,19:31,Kota Kinabalu,26,BUS010,1.4387997375438861,101.58043584127559,4,7,69,40-60,Female,Seats were uncomfortable
2023-02-08,18:19,Kota Kinabalu,11,TRAIN29,1.5510381978086674,113.43963257626999,-4,3,97,18-24,Male,Service was excellent
2023-01-25,07:39,Malacca,93,BUS942,4.3731810121114645,113.8306468217614,19,3,70,18-24,Female,Bus arrived on time
2023-08-19,01:44,Langkawi,88,TRAIN63,6.2142704512098605,105.83246699952767,13,4,77,40-60,Male,Service was excellent
2022-05-08,20:44,Georgetown,19,TRAIN90,3.792431119728469,110.51075835126495,-8,5,94,25-40,Female,Cleanliness was lacking
2023-04-30,22:30,Kota Kinabalu,73,BUS165,2.1153909647225158,100.01701284907541,20,5,98,40-60,Male,Cleanliness was lacking
2022-12-15,07:12,Kuala Lumpur,73,TRAIN16,6.566623130714153,105.6339625294973,-7,5,89,18-24,Female,Delay in departure
2023-04-06,16:16,Kuala Lumpur,70,BUS765,4.8706900157705375,112.02701866545246,19,9,64,25-40,Male,Bus arrived on time
2022-06-04,06:04,Malacca,45,BUS281,4.7951276185374105,107.53539182095612,10,6,86,18-24,Female,Bus arrived on time
2022-03-25,13:20,Ipoh,18,TRAIN36,5.784253250067433,109.794079967707,5,6,87,18-24,Female,Service was excellent
2022-05-16,12:59,Kuching,66,TRAIN93,4.095359879407373,118.66946055571667,16,1,81,40-60,Female,Route was confusing
2022-06-30,21:33,Kuala Lumpur,55,BUS989,6.3853661789444525,101.11894627004428,17,7,57,25-40,Female,Cleanliness was lacking
2023-08-16,18:06,Cameron Highlands,87,TRAIN12,2.8145881197928055,110.15136033890029,14,2,75,40-60,Male,Bus arrived on time
2023-02-18,02:26,Cameron Highlands,71,BUS505,6.616608722493028,111.63993121270623,31,6,52,18-24,Female,Bus arrived on time
2022-01-01,14:25,Georgetown,99,TRAIN19,2.2746564757587464,113.22584467696169,-5,2,77,25-40,Female,Route was confusing
2023-12-29,13:27,Kuala Lumpur,54,TRAIN97,1.9654756274023328,114.91534287246412,3,0,58,25-40,Male,Delay in departure
2023-12-21,05:45,Penang,62,BUS673,2.6991022585986015,102.95194422721656,3,7,79,25-40,Male,Route was confusing
2023-10-06,21:43,Cameron Highlands,24,TRAIN91,2.747381526727559,118.46004887183011,-9,0,60,25-40,Female,Cleanliness was lacking
2023-07-28,05:57,Langkawi,23,TRAIN52,3.8354461571387666,108.27816185254954,28,2,51,18-24,Male,Delay in departure
2022-11-20,17:25,Kuala Lumpur,68,BUS137,1.6623928058679316,109.77936689866138,3,8,61,18-24,Female,Driver was friendly
2022-05-25,12:52,Johor Bahru,16,TRAIN69,6.36049217883574,113.23881268294392,30,5,50,40-60,Female,Poor signage at the station
2023-04-03,06:47,Langkawi,82,TRAIN44,6.744173425027156,110.61078007020038,-2,3,89,40-60,Male,Poor signage at the station
2023-08-20,09:10,Georgetown,61,BUS663,1.7713188959428454,108.446871491885,26,9,77,40-60,Male,Bus arrived on time
2022-04-27,08:26,Johor Bahru,24,TRAIN06,4.819281082731177,113.45352641688112,-3,3,65,40-60,Female,Cleanliness was lacking
2022-11-15,16:31,Johor Bahru,38,TRAIN97,4.803320881291828,113.41082094763576,13,4,64,40-60,Female,Bus arrived on time
2023-07-15,05:38,Kuching,39,TRAIN01,2.7334146208452634,104.45308615207081,1,4,90,40-60,Male,Cleanliness was lacking
2022-05-26,16:06,Kota Kinabalu,18,TRAIN47,6.394786293594757,108.51594119174277,-6,6,80,40-60,Female,Train was overcrowded
2023-06-06,16:06,Malacca,76,BUS208,4.928424107056774,100.38600051631974,39,5,59,25-40,Male,Delay in departure
2023-05-08,23:01,Port Dickson,66,TRAIN62,2.523366808759726,109.1489643727308,-8,9,50,18-24,Male,Train was overcrowded
2022-07-10,15:01,Johor Bahru,89,BUS595,4.550145600772424,117.81624486533211,14,7,92,40-60,Male,Service was excellent
2022-03-21,21:46,Kota Kinabalu,66,BUS964,2.7762146699023083,112.83190786196643,21,8,61,18-24,Male,Cleanliness was lacking
2022-07-26,00:22,Ipoh,66,TRAIN51,1.9475025746505317,117.86257288316133,38,7,70,40-60,Male,Service was excellent
2023-02-22,04:26,Langkawi,47,TRAIN15,3.0854804471160753,100.14541486418042,36,9,88,18-24,Female,Driver was friendly
2022-08-17,20:20,Port Dickson,52,TRAIN56,4.229350538394309,115.48179859475573,35,0,81,18-24,Male,Service was excellent
2022-11-15,07:34,Malacca,98,BUS315,4.892000184548788,115.72428638389609,-10,5,65,25-40,Female,Delay in departure
2023-01-02,17:46,Malacca,15,BUS140,6.004383740424137,107.86043827325743,19,7,50,25-40,Female,Bus arrived on time
2022-01-08,04:09,Cameron Highlands,24,TRAIN58,5.032385988705709,107.29112787019335,31,7,90,25-40,Female,Route was confusing
2023-05-25,08:52,Kuching,66,BUS321,2.793464450453034,118.37204033041053,19,2,84,40-60,Female,Service was excellent
2022-06-08,20:23,Langkawi,21,BUS229,2.9931769232709953,110.78562801904165,1,3,98,40-60,Female,Station was well-maintained
2023-08-16,16:39,Langkawi,26,BUS025,4.332187596579315,109.10691832337892,15,1,73,40-60,Male,Bus arrived on time
2022-06-05,11:42,Ipoh,41,TRAIN49,6.059857363486639,106.67798029090237,5,1,57,25-40,Male,Delay in departure
2023-07-14,13:56,Cameron Highlands,86,BUS042,4.139119567922807,112.91273766908682,13,2,92,18-24,Male,Service was excellent
2023-05-11,15:57,Langkawi,68,BUS291,5.565045900040829,115.69965329507104,-1,3,87,18-24,Male,Station was well-maintained
2023-09-19,09:27,Penang,69,TRAIN74,4.422563507711033,118.13601649142292,-7,8,74,18-24,Male,Cleanliness was lacking
2023-06-08,05:34,Penang,74,BUS137,4.8685897375518685,101.26066877181245,33,1,78,40-60,Male,Train was overcrowded
2022-04-01,06:41,Port Dickson,71,BUS932,6.138184823703963,115.41321905337804,-3,8,66,40-60,Female,Cleanliness was lacking
2022-10-18,13:37,Kuching,74,TRAIN06,3.6340869712644555,115.25994427321692,20,6,60,40-60,Male,Cleanliness was lacking
2023-07-21,06:58,Cameron Highlands,67,BUS196,5.185256622561066,111.64495760834602,39,2,96,18-24,Female,Poor signage at the station
2023-11-07,21:03,Kuala Lumpur,26,BUS421,6.003679677140022,104.68497493410172,0,4,71,25-40,Female,Bus arrived on time
2022-03-13,11:42,Kuala Lumpur,14,TRAIN73,4.890933463644812,113.72031880758618,6,8,63,18-24,Female,Poor signage at the station
2023-09-17,11:29,Ipoh,13,BUS909,1.374097827236605,107.44727129996322,-8,7,78,25-40,Male,Train was overcrowded
2023-02-26,14:19,Kuching,15,TRAIN18,3.91566767132282,105.95255074278013,16,8,88,25-40,Female,Driver was friendly
2022-03-10,11:16,Kuala Lumpur,60,TRAIN88,4.5730691600442634,107.33322585554806,24,3,86,25-40,Female,Route was confusing
2023-03-14,03:52,Ipoh,52,TRAIN68,2.7377526730200707,107.74168064359478,19,8,56,40-60,Female,Train was overcrowded
2022-01-14,17:16,Johor Bahru,94,BUS793,4.648511542627136,114.25511647352334,31,2,58,18-24,Male,Driver was friendly
2022-04-12,10:57,Kuala Lumpur,58,BUS546,6.42398624333328,117.07498808949609,1,0,88,25-40,Female,Seats were uncomfortable
2022-09-22,09:35,Cameron Highlands,55,TRAIN45,4.626103077765328,106.67078203084739,20,5,89,25-40,Female,Poor signage at the station
2023-12-23,19:15,Kuching,25,TRAIN76,1.1135886253137486,102.71837038201205,-6,0,86,25-40,Male,Service was excellent
2022-07-17,04:38,Ipoh,65,BUS301,4.100643941327799,111.74479614361168,21,6,79,40-60,Female,Driver was friendly
2023-01-16,21:39,Kuala Lumpur,69,TRAIN63,2.7185898919862215,109.75403619212543,26,4,62,25-40,Female,Driver was friendly
2022-04-11,17:53,Malacca,65,BUS825,4.221658679861431,111.38581617551094,12,7,65,25-40,Female,Service was excellent
2023-01-21,23:44,Ipoh,43,BUS740,5.3634179144191725,103.54886022430615,28,3,59,18-24,Female,Train was overcrowded
2022-06-07,06:43,Port Dickson,21,BUS394,1.7238690936293135,108.6988012436446,21,1,99,40-60,Male,Delay in departure
2022-08-19,11:22,Malacca,44,TRAIN01,1.2071863092800474,115.9780880734118,14,1,86,25-40,Male,Cleanliness was lacking
2023-05-20,14:43,Johor Bahru,98,BUS901,6.979126793253265,106.63627688899066,21,5,75,18-24,Female,Bus arrived on time
2023-10-25,06:13,Port Dickson,23,TRAIN34,2.0547700758190666,109.15463289503859,30,8,63,40-60,Female,Train was overcrowded
2022-01-31,13:17,Johor Bahru,17,BUS361,6.202961178422526,103.50206309187499,-4,1,99,18-24,Female,Poor signage at the station
2022-09-13,08:30,Kuala Lumpur,34,TRAIN44,2.62988745744472,117.22392435231004,-9,4,56,25-40,Male,Cleanliness was lacking
2023-06-16,04:18,Georgetown,75,TRAIN72,4.447054692643645,110.94238675604845,39,5,87,40-60,Male,Poor signage at the station
2023-10-23,16:02,Malacca,92,BUS858,3.0316867364255744,106.46637183245555,-5,5,80,18-24,Female,Service was excellent
2023-08-10,08:43,Cameron Highlands,50,TRAIN38,2.1379763236976093,103.94534463167292,39,2,99,25-40,Male,Bus arrived on time
2022-05-04,15:51,Cameron Highlands,65,TRAIN42,3.817436099564537,110.02804452119325,-7,4,69,18-24,Male,Cleanliness was lacking
2023-03-28,23:47,Cameron Highlands,75,TRAIN39,5.736361237204737,100.53689318081663,15,6,78,25-40,Male,Station was well-maintained
2022-08-03,13:28,Kota Kinabalu,37,BUS090,5.621707449993211,110.66668110658443,-5,2,62,18-24,Male,Station was well-maintained
2022-11-13,14:14,Port Dickson,25,TRAIN50,5.333844371104334,113.32378019590486,24,3,90,18-24,Male,Station was well-maintained
2022-09-08,18:46,Langkawi,25,BUS325,6.323814732403523,101.92125081456825,22,6,82,25-40,Female,Poor signage at the station
